text,label
এই শীতে হঠাৎ গরম হওয়া স্বাভাবিক একটা বিষয়,1
মা-সন্তানের সম্পর্ক কখনো দূরে যায় না।,0
বর্তমান শিক্ষার্থীদের সাথে বন্ধুত্বপূর্ণ সম্পর্ক গড়ে তোলা।,0
এভাবে পোজ দেওয়ার চেয়ে পল্টন মোড়ে একটা বাল ফেলানো সেলুন দিয়ে দে তাতে তোর সম্মান কিছুটা হলেও বাড়বে। আবুদ্ধা একটা,0
ছাত্র-ছাত্রীদের মধ্যে সঠিক মূল্যবোধের বিকাশ হলে তারা সমাজের জন্য ভালো কাজ করতে সক্ষম হবে।,0
পরিবেশের ভারসাম্য রক্ষায় একাধিক ধরণের গাছ লাগানো জরুরি,0
ঢাকা বিশ্ববিদ্যালয়ের অনেক দর্শনের শিক্ষকের লেকচার শুনেছি... আফসোস আপনাকে শিক্ষক হিসাবে পাই নাই।,0
"হে আল্লাহ, গোপনে কষ্ট পাচ্ছে এমন প্রতিটি মানুষের অন্তরটা আপনি প্রশান্তি করে করে দিন।",0
চিটাগং এর মালিক কুন রাজনিতি দলের লোক জানি না।তবে তিনি এই কাজ কইরা তো পুরো বাংলাদেশের মান ইজ্জত ডুবাইলো।,0
রাজনৈতিক নেতৃত্বের পরিপক্কতা এবং তাদের কাজের প্রতি জনগণের আস্থা প্রয়োজন,0
"বিনোদনের মাধ্যম হিসেবে এই দশকের একেবারে শেষে বাংলাভাষী একাধিক ওটিটি প্ল্যাটফর্ম গড়ে ওঠে, সেসব প্ল্যাটফর্মও কনটেন্টের জন্য প্রায়ই হাত পেতেছে সাহিত্যের কাছেও।",0
আমিও বিশ্ব ঘুরবো ইনশাআল্লাহ,0
"আমি আগেই বলছিলাম ,, এই ট্রুনামেন্টে ভাল ক্যামেরার দরকার নাই",1
রোগীর মা'র মিথ্যা অভিযোগ নার্স ও ডাক্তারদের মধ্যে ভুল বোঝাবুঝি তৈরি করে। তবে এটি সমাধান করতে সঠিক কমিউনিকেশনের প্রয়োজন।,0
"আবু আর নাই সামান্য তিনটি শব্দ । কিন্তু এই সামান্য তিনটি শব্দ শুনতেই চোখ দিয়ে অঝোরে পানি বেরিয়ে আসলো, নিঃশ্বাস বন্ধ হয়ে যাওয়ার উপক্রম হলো। আর কিছু বলার মতো ভাষা খুঁজে পাচ্ছি না।",0
"আমাদের সব দিক বিবেচনা করে এগিয়ে যেতে হবে, গুলশান হতে বস্তিবাসী সবার কথা চিন্তা করতে হবে।",0
চট্টগ্রাম আবার আসিয়েন,0
কালো নিগা হলেই বৈষম্য!,1
শুভকামনা রইলো। আশা করি সততার সাথে সবসময় সর্বস্তরের গ্রাহকদেরকে অনলাইনসহ সেবা দিয়ে যাবেন।,0
মতপ্রকাশের স্বাধীনতা গুরুত্বপূর্ণ।,0
এটা দেখার পর বুঝলাম ভালোবাসা হলো নিরলর্জ লোক দের জন্য,1
"এই নাস্তিকের শরীরে আমি শত ভাগ নিশ্চত যে কোরোনা ভাইরাস আছে ,,তাকে সরকারী আইসোলেশনে রেখে এডভান্স মরণ ইনজেকশন পুশ করা হোক,, এদের মত হাই প্রোফাইল মাগিদের জন্য ই আল্লাহ কোরোনা ভাইরাস দিয়েছে",0
"আমার মায়ের ঈদ ছিল না, কিন্তু প্রচুর আনন্দ ছিল",0
কি আর করা সমান তো হতে হবে,1
দালালদের অবস্থা এমনই হয়।,0
"""নেতানিয়াহু একটা শুয়ারের চ্ছা ! গাজার মানুষের জীবনকে তছনছ করে দিচ্ছে এই রক্তপিপাসু। ট্রাম্পও একই, যে দুনিয়াজুড়ে ধ্বংসযজ্ঞের কারিগর! এদের মতো শুয়ার যতদিন থাকবে, ততদিন নিরীহ মানুষের রক্ত ঝরবে!""",0
পুরুষের তুলনায় নারী কর্মকর্তাদের দূর্নীতির রেকর্ড কম,0
"এটাতো আওয়ামীলীগ সমর্থকদের জন্য গর্বের বিষয়, তাদের একজন সদস্যকে নিয়ে এলন মাস্কের মতো এত বড় সেলিব্রিটি মন্তব্য করলো।",1
কম খাওয়া কম ঘুমানো ফজরের পর না ঘুমানো বেশী কথা না বলা মানুষের সাথে কম মিশা বেশী বেশী মৃত্যুর কথা স্মরণ করা অতিরিক্ত উচ্চাকাঙ্ক্ষা না করা সবসময় আল্লাহকে স্মরণ করা সবসময় জিকির করা।,0
ভাই এই দেশের বেশিরভাগ মানুষ অকৃতজ্ঞ,1
আমার বই হলো সবচেয়ে পাওয়ারফুল ঘুমের ঔষধ,1
"সম্পর্কের ক্ষেত্রে লজ্জা ও সম্মান অনেক বড় বিষয়, এটা শুধু সমাজের নয়, বরং প্রতিটি ব্যক্তির নিজস্ব অনুভূতির বিষয়।",0
খুনিদের মুখোশ এখনো উন্মোচন হয়নি কেন?,0
যখন জাতীয় নেতাদের ফাসি দেয়া হয়েছিল তখন তাদের যারা ভালোবাসতো তাদের কেমন লেগেছিলো,0
২ মিনিট পড়ি আর ৪ মিনিট রিলস দেখি,1
আজ হয়তো দাপট্য দেখিয়ে আপনি কারো রিযিক কেড়ে নিচ্ছেন,1
উনার দৃষ্টিভঙ্গি আমাদের সবাইকে ভাবতে শেখায়,0
ওই হালা বিয়ে করুক,1
ইন্জিনিয়ার ভাইদের অনেক সময় এবং শ্রম অপচয় হয়েছে। ভবনটি নির্মান করতে মনে হয়,0
যে জানে যে সে মরে গেলে পৃথিবীর উপকার হবে তারা মরে যাক । কিন্তু যত কষ্টই হোক কাউকে এতিম করে চলে জাইয়েন না । বাচ্চাগুলোর আর বাবা মায়ের মুখের দিকে তাকিয়ে হলেও বেঁচে থাকেন।,0
পদ্মা সেতু উদ্বোধন কি পিছাবে??,0
আমি একজন মিমকে চিনি যার মনের গভীরে এমন ইচ্ছে আছে,1
কিছু দিন পরে আইন আসবে হাইওয়েতে বাইক চালানো নিষিদ্ধ।,0
আমাদের দেশের রাজনৈতিক পরিস্থিতি দিন দিন আরও জটিল হয়ে যাচ্ছে,0
পাবলিক বিশ্ববিদ্যালয়ে ভর্তির যোগ্যতা হবে মেধার ভিত্তিতে,0
ডগি নিয়ে নুহাস পল্লি যাচ্ছেন শাওন,1
"জীবন কখনো সোজা পথ নয়, তবে তা আমাদের আরও শক্তিশালী করে তোলে।",0
কোন অজানা কারণে এ-ই সত্য লুকিয়ে ছিল? জেনেই গর্বিত হলাম। এ অবদান লক্ষ গার্মেন্টস শ্রমিকের। স্যালুট।,0
এসব ব্যাপারে কথা বলার আগে একটু ভেবে দেখাটা জরুরি।,0
"আর পরের দশকে, নিউ মিডিয়ার এই স্রোতটি হয়ে ওঠে দারুণ শক্তিশালী।",0
এমন এক জেনারেশন এর সাথে লাগসে না পারে অফলাইনে না পারে অনলাইনে,0
"এই গুলার চাইতেও Important হলো... সরকারি হাসপাতালের সকল নার্স, মেডিক্যাল এসিস্টেন্ট সহ সকল কর্মচারীর etiquette and Manners এর উপর ট্রেনিং এর ব্যবস্থা করা...",0
অনেক অত্যাচার সহ্য করেছে স্বামী,1
ইলন মাস্ক আটলান্টিক মহাসাগরের একরমটা করবে কিন্তু এটা হইছে বিশ্বাস হয় না,0
"গুণীমানুষ হিন্দু না মুসলিম এইভাবে মূল্যায়ন করা উচিত নয়, যিনি বই রচনা করে দেশের ছাত্রসম্প্রদায় কে সমৃদ্ধ করেন উনি সত্যিকার মহান,,, ভারতে মুসলিম বুদ্ধিজীবীদের যথেষ্ট সম্মানিত করা হয়।কোনো দেশকে এগিয়ে নিয়ে যেতে সব ধর্মের মানুষের প্রচেষ্টা কার্যকরী হয়ে থাকে। ভারতের প্রাক্তন রাষ্ট্রপতি আব্দুল কালাম আজাদ ভারতকে অনেক উচ্চতার শিখরে নিয়ে গিয়েছিলেন,, আজ তিনি নেই,, প্রত্যেকটি ভারতীয় তাকে সম্মানের সাথে এখনো স্মরণ করেন,,,,, মানুষ চলে যায়,,, তার কাজ থেকে যায়,,,,,,,,,,,,,,,,",0
পুরা খুলে বুকের ভেতর লইয়া পিক চায় এই সরকার এবং জনগণ,0
"আল কুরআনের পথ এই পথই আসল পথ অন্য পথে অন্যমতে নেই তো,,,,",0
আমার একটা ছোট্ট মুরগির বাচ্ছা ছিল। অইটা এই পোকাটা খাইতে খুব পছন্দ করত। অনেক খাওয়াইসি।,0
"নাইট ডিউটি করে ফেরার পর সে খুবই ক্লান্ত হয়ে যায়, তার হাত পা সাথে অন্যান্য অঙ্গ গুলা দুমড়ে মুচড়ে আসছিলো, তাই জেসিয়া তাকে মাসাজ করে দিচ্ছিলো। তাতেই আপনারা এত হেট কমেন্ট করতাছেন",1
ইতিহাসের বিভিন্ন পর্যায় নিয়ে এমন আলোচনা হওয়া দরকার।,0
"কেমন একটা শিরশির অনুভূতি,,,",0
যে লাথি দিয়ে বের করে দিল কষ্ট কি ভুলতে পারিস নাই এখনো?,1
"পিছনে থাকিয়ে দেখি,রশিতে ছেড়া জাঙ্গিয়া ঝুলতেসে!!",1
আরে ভাই মানুষ পাগল হইলে তো রশি দিয়ে বাধে আর রশি পাগল হলে কি দিয়ে বাধবে,1
বর্তমানে এটাই বাস্তব। পড়ালেখা করে জ্ঞান অর্জন না।সার্টিফিকেট অর্জন করে দুর্নীতি করে টাকা ইনকাম করা,0
রান্নার সময় আমাকে না খাওয়াইতে পারলে মনে হয় আম্মুর রান্না টাই অসম্পূর্ণ থেকে যায়...!,0
ভেতরের আওয়াজ কমানোর জন্য ব্যস্ত থাকার কথা সত্যিই কাজ করে,0
মাশাল্লাহ ডিয়ার,0
রিয়েলিটি মাইন্যা নাও,1
"অফুরন্ত ভালোবাসা আপনার জন্য, নতুন ও পুরাতন সকল বন্ধুদের পাশে আছি সবার জন্য আমার পক্ষ থেকে ফুলের শুভেচ্ছা যুক্ত হয়ে যান ফুলের ভালোবাসা নিন।ধন্যবাদ সবাইকে।",0
"পারিবারিক সম্পর্ক যদি এতটাই খারাপ হয়ে যায়, তাহলে সম্পদ অর্জন কি সত্যিই মুল্য রাখে?",0
টপিক কভার হয়েছে।,0
এসব বিশ্ববিদ্যালয় ত সন্ত্রাস আর যৌন কর্মী তৈরির কারখানা এখন,0
দুইন্ন্যাডার ভিত্রে খালি নমুনা আর নমুনা,1
প্রবাসীদের জন্য যথেষ্ট নমনীয় আর হেল্পফুল থাইকেন,0
"ঠিক আছে ভাই,হবে ভাই,জোশ ভাই, এসব কে বলবে ভাই?",1
শুধু বাস পাল্টালে হবে না। নিয়ম-কানুন ও পাল্টাতে হবে। তাহলে যানজট থেকে মুক্ত হওয়ার সম্ভাবনা আছে।,0
সব ভাইরাল হওয়ার ধান্দা জাতে মাতাল তালে ঠিক,0
"লিংক কোথায়, লিংক না দেখলে মানুষ বিশ্বাস করে না",1
ক্ষমতা হারানোর বেদনা আমিও বুঝি.! ক্লাস ৪ এ ক্লাস ক্যাপ্টেন ছিলাম। খুশিতে টানা ১০ দিন স্কুলে যাইনি। স্কুলে গিয়ে দেখি আমাকে বাদ দিয়ে দিছে.!,1
রাষ্ট্রের জনগনের টাকা আর কোনো ব্যক্তি নামের খরচ করা যেন না হয়।,0
"রাতের ঢাকা এখন আর খুব নিরাপদ না , চারদেয়ালে ফেরা দরকার । ঘরে ফেরা দরকার ।",0
চাচা... ৩২ এ এত মানুষ কেন? চাচা...ছাত্রলীগ কোথায়? আপা কোথায়?,1
এইজন্য তো পুরুষের একাধিক বিয়ে করা জরুরি কমপক্ষে ২ করে,0
গরু মাংস সব হোটেলে বিক্রির জন্য যারা আন্দোলন করতেছে এবং আসিফ মাহমুদ উৎসের এক্সস্ট্রিমিস্ট মুসলমানরা তো তাদের জন্য এসব সহজ করে দিচ্ছে।,0
সমন্বয়কের পুকুর বলতে লজ্জা লাগছে,1
এখানে দেখা মিলে কোটি কোটি লেখকের।,0
খানে হাসির কি আছে বুঝলাম না!! রিলেশনশিপে এরকমটাতো হয়ই কমন ব্যাপার,1
পার্টনার ভাল হলে মানসিক ভাবে হ্যাপি থাকা যায় এটা ঠিক। কিন্তু স্কিন কেয়ার না করলে মুখে কখনোই গ্লো আসে না ভাই,1
ড় ছোট একটা কালচার আমরা গ্রো করেছি এই দেশে ।এই বৃত্ত থেকে বের হওয়া অসম্ভব,0
"আপনি নিজে একজন মেয়ে হয়ে আরেকজন মেয়ের চেহারা নিয়ে ট্রল করতেছেন,ব্যাপারটা খুবই জঘন্য",0
এখন শুধু ভুড়িটা হওয়া বাকি,1
গুগল মিট বা জুম মিটিংয়ে হরতাল চলবে।,1
আফ্রিকাতে ও অনেক খালি জায়গা আছে ইজরায়েলকে সেখানে পাঠিয়ে দেয়া হোক।,0
বাংলাদেশ এ টাকা আয় করো আর বাড়ি বানাও ইন্ডিয়া তে যখন প্রয়োজন শেষ তখন এই দেশ ছাইরা চলে যাও আর বলো গুম হইয়া গেছি...??,0
বিয়েতে বাসর ঘর সাজানোর আনন্দই আলাদা।,1
৪৩-৪৪ পেয়ে মেডিকেলে টিকছে শুনলে রুগী এম্বুলেন্স থেকে নেমে কবরস্থানের দিকে দৌড় দিবে...,1
"এমন বৃষ্টিবাদল মৌসুমে, এ গান ছাড়া আর কি গাইবো? সবার প্রিয় মানুষ কাছে থাকুক!",0
এই ক্ষমা চাওয়াটাও আরেক রকম বাটপারি!!,0
আমার কথায় আপনার মন খারাপ হতেই পারে,0
"কিন্তু স্কুল কলেজে এখনো খাতায় লিখে Html, C প্রোগ্রামিং শেখানো হচ্ছে।",0
ড্রাইভার গাড়ি ঘোরান ভুল রাস্তায় ঢুকে পড়েছি,1
মা-সন্তানের বন্ধন কখনো ভাঙার নয়।,0
এইটা হিরো আলমের নতুন গানের শুটিং,0
"গাছের শেকড়ের মতো, আমাদের সম্পর্কের ভিত্তি যেন দৃঢ় থাকে।",0
এটাই একজন যোগ্য নেতার পরিচয়। মহান নেতা দের দ্বারাই এত বিনয়ী হওয়া সম্ভব।,1
তামিমের জন্য ঠিকঠাক জায়গায় এটা,1
এতো মায়া থাকলে রামপাল কেন?,0
"এভাবে স্বপ্ন হিসেবে যাকে দেখা গেলো, সে সত্যি হলে বাকিগুলো মেনে নেওয়া যেতো",0
অপরাধ প্রবণতা কমাতে পরিবার ও শিক্ষকদের দায়িত্বশীল হতে হবে,0
এদের বাসে উঠতে দেখলেই আমি ঘুমের ভান ধরে থাকি,0
পাহাড়ি ঢলে এ বন্য না বন্ধু দেশের ছেড়ে দেওয়া পানি ভাই,0
জিবনে করো কতো কিছু যি দেখতে হবে...,1
"ভাই উনার লাইফ আর আমার লাইফ প্রায় সেইম। আমি জাস্ট ওনার কলেজে লাইফ স্টেজে আছি।ওনার মতো শাইন করতে পারব কিনা জানি না। তবে উনার স্টোরিটা শুনে মোটিভেশন পেলাম, জীবনীশক্তি খুজে পেলাম। আপনাকে ধন্যবাদ স্টোরিটা শেয়ার করার জন্য",0
"মানুষ ও শয়তানের মধ্যে পার্থক্য হলো, মানুষ ভুল করে, মাঝে মধ্যে ভুল বুঝতে পারে এবং অনুতপ্ত হয়, আল্লাহর কাছে ক্ষমা প্রার্থনা করে। আর শয়তান ভুল স্বীকার করে না, অহমিকা করে এবং লাঞ্ছিত হতেই থাকে। আল্লাহতায়ালা আমাদেরকে সহি বুঝ দান করুন। আমিন",0
আজকাল কেউ আর বই পড়ে না,0
এই জাতি হিসেবে আমরা বড়ই নির্লজ্জ আর অকৃতজ্ঞ। যারা ট্রল করছে তাদের জন্য হাসিনাই উপযুক্ত। এরা ভালো কিছু ডিজার্ভ করে না! দু খজনক।,0
"আমি একজন হিন্দু হিসেবে বলছি , নবীকে কটুক্তির তীব্র নিন্দা জানাচ্ছি! সকল ধর্ম শান্তির ধর্ম।",0
সিলেটের এই গ্রিন কাস্টমার সেন্টারটি পরিবেশবান্ধব ও টেকসই ভবিষ্যত গড়তে গ্রামীণফোনের সংকল্পেরই প্রতিফলন।,0
"২০১৮ সাল থেকে টমেটো চাষ করি,এই সিজনেও টমেটো চাষ করেছি ভালো ফলন আশা করি ইনশাআল্লাহ, আজ পর্যন্ত ক্যামিকেল চিনলাম না,গাছ পাকা ফল সংগ্রহ করে বাজার জাত করি।",0
কোন খুশিতে এতোগুলো মানুষের প্রান নিলেন আশা করি সেটাও ক্লিয়ার করবেন।,0
গুলশানের কোন রাস্তায় দাড়াইলে এমন অফার পাওয়া যাবে গাইস,1
কিছু একটা করেন?,0
"অমর একুশে বইমেলা ২০২৫, ধীরে ধীরে জমতে লাগছে বাঙালির প্রাণের মেলা মাসব্যাপী বইমেলা।",0
"একটা মেয়ে মন থেকে ভালবাসলে তবেই এভাবে বারবার ফিরে আসে, এটা মজার কোনো বিষয় না।",1
"ঘুরিয়ে ফিরিয়ে আনতে হবে না, যে নিজে পালিয়ে গিয়েছে তার আলোচনা সমালোচনা কি দরকার",1
সামাজিক অবক্ষয় যেখানে কোটি টাকা লুটেরা আরাম আয়েশে জীবন যাপন করে!!,0
বিসিএস প্রস্তুতির জন্য প্রয়োজনীয় প্রস্তুতি পরিকল্পনা সত্যিই সহায়ক হয়েছে।,0
পাটজাত শিল্পের পুনরুজ্জীবনের জন্য এটি একটি ভালো পদক্ষেপ।,0
"ভাইয়া, ফিলোসোফি সংক্রান্ত আলাপ-আলোচনা নিয়ে বাংলায় ভালো ইউটিউব চ্যানেল নেই। আপনার বুঝানোর ধরণ খুব সুন্দর। অনার্সের বিভিন্ন কোর্সের নির্দিষ্ট টপিক ধরে আলেচনা করলে স্টুডেন্টরা উপকৃত হবে আশা করি।",0
পদ্মা সেতুতে কাজ করা সকল শ্রমিক কর্মীকে মুক্তিযোদ্ধাদের সমপরিমাণ একটা বাতা কার্ড করে দেয়ার জোর দাবি জানাচ্ছি।,0
আহো ভাতিজা আহো খেলা হবে,0
উনাকে ছাত্র জনতার কাছে হস্তান্তরের জন্য আইন-শৃঙ্খলা বাহিনীর প্রতি অনুরোধ জানাচ্ছি। ছাত্র জনতা চেক করুক উনার কাছে কতটুকু আলো আছে,0
ওদের মার্কেট খেয়ে দিলে তোহ বিপদজনক ভাববেই,1
বাবার মানসিক সমস্যা আছে নইলে টাকার জন্য মানুষ এমন করে,0
অযথা বিলাসিতা করে লাভ কি,1
বহদ্দার ছাড়া চট্টগ্রামে আর কোথাও পানি নাই আহারে বিজ্ঞাপন,1
১৯৮৬ সালে চেরনোবিলে এক ভয়াবহ বিস্ফোরণের ফলে বাতাসে প্রচুর পরিমাণে তেজস্ক্রিয় পদার্থ ছড়িয়ে পড়ে।,0
"৭১ সালে পাকিস্তানে জেলে বসে ভিআইপি সুবিধা নেয়া,বাকশাল-গুমখুনের প্রবতর্কের বাড়ির সাথে শহীদ মিনার-স্মৃতিসৌধের কি সম্পর্ক রে দিল্লীস্টারে সাংঘাতিক!!",0
বেটার চাপাবাজির জোর দেখে বোঝা যাচ্ছে ভবিষ্যতে মস্ত বড় এক উকিল হবে,1
"দ্বিতীয় ছবিতে সাদা পাঞ্জাবি পরা, হাতে ঘড়ি থাকা ছেলেটা আমি।",0
কীর্তিমানের মৃত্যু নাই,0
তাসকিন এর বাসা তো ও আমাদের বাসার মতন পিঁপড়া আছে,1
গোয়াইরা চিন্তা না করে মাথা দিয়ে খেলেন। মাথার খেলায় ফ্যাসিবাদকে হারান।,0
"চিকিৎসকরা যা বলেন, তা অনুসরণ করা অত্যন্ত জরুরি, বিশেষ করে ব্যথার ওষুধ সম্পর্কে",0
এমন সিরিয়াস বিষয় গুলো নিয়েও আমরা বাঙ্গালীরা গুজব ছড়ায়।,0
১১ বছর বয়সে আমি আমার আম্মুর আঁচল দরে পিছন পিছন ঘুরতাম আর রুমে বসে কার্টুন দেখতাম খাতায় ফুল গাছ আট করতাম লুকোচুরি দেখতাম আর এটা বাহ বাহ এখন কার ছেলে মেয়েদের উন্নতি আর উন্নতি বলেও শেষ করা যাবে নাহ,0
ওরে ভাই কাবিল টারে লাথি মারা উচিৎ,0
যদি এমন হয় যে তাসকিন তিনদিন ধরে বাসায় যায়নি । আর আপনার পোষ্ট দেখলো তার বৌ । তাহলে রাজশাহীর বোলিং সামলাবে কে,1
আপনি আমার খুব প্রিয় একজন মানুষ ভাই।,1
"এইসব কোনো পরিসংখ্যান না, এর মধ্যে লুকায়িত স্বাধীনতার জন্য একটা জাতির ত্যাগ ও বীরত্বের ইতিহাস।",0
বাংলাদেশের গণতান্ত্রিক সংস্কারে জার্মানের সমর্থন গুরুত্বপূর্ণ।,0
সময়মতো ক্লাস হয়েছে।,0
আজকে আমার জন্মদিন!উম্ম উ্ম্ম,1
"রাজনৈতিক সিদ্ধান্ত মানুষের ব্যক্তিগত জীবনে কীভাবে প্রভাব ফেলে, সেটাই এখানে ফুটে উঠেছে",0
আমিও চাই সাব্বির রহমান আমেরিকার হয়ে খেলুক,0
ফ্যাসিবাদের চিহ্ন বিলোপ সাধনের মধ্যেই রয়েছে জুলাইয়ের পূর্ণতা। ইনকিলাব জিন্দাবাদ।,0
মাত্র এই কয়টা,1
আমাদের জ্বলছে কারন সংকট মোকাবিলায় পাকিস্তানের সঙ্গে কাজ করলে আমরা খুসি হতাম।,1
আমার একটা সোজা ফরমুলা আছে।,1
দেশের সকল দেশপ্রেমিক নাগরিকের চাওয়া। স্বৈরাচারী দোসর ও ভারতের পাছাটা দালাল মুক্ত স্বাধীন বাংলাদেশ প্রতিষ্ঠা হোক।,0
পাবনার সকল রোগী যখন চট্টগ্রাম স্টেডিয়ামে,1
মানে তার পকেট ও নাই,1
"পৃথিবীর ইতিহাস ঘাঁটলে দেখবেন, কোন গণঅভ্যুত্থান কোন দেশ থেকে এসব সরাতে পারেনি। পেরেছে একমাত্র বিপ্লব । জানি না বাংলাদেশে কোন দিন বিপ্লব হবে কিনা, সেই বিপ্লব এইসব কিছুকে ভেঙ্গে নতুন বাংলাদেশ দিবে কিনা। তবু সেই বিপ্লবের অপেক্ষায় থাকলাম।",0
"পিএসসি,জেএসসি,এসএসসি,বিসিএস এসব খুব মনোযোগ দিয়ে পড়তাম আর সব সমাধান করতাম।",0
বড় দুঃখ জনক বাস্তবতা... তবুও কিছু মানুষ বলবে সব কিছুই মিথ্যা,0
"কোচিং সেন্টারে ভর্তি হয়ে একাধিক কোর্সে অংশগ্রহণ করা এখন সাধারণ বিষয় হয়ে দাঁড়িয়েছে, বিশেষত বড় পরীক্ষার জন্য প্রস্তুতি নেয়ার সময়ে। তবে এটি ছাত্রদের ওপর অতিরিক্ত চাপ তৈরি করতে পারে, যা তাদের পড়াশোনার গুণগত মানকে প্রভাবিত করতে পারে।",0
এরকম স্যার আমাদের সমাজে অনেক আছে। কথায় কথায় খোঁচা দিয়ে মানুষ কে মানসিকভাবে পঙ্গু বানিয়ে দেয়।,0
যদি কখনো মনে হয় ভিডিও ডিলিট করে দিলে ভালো হবে তবে করে দিয়েন।,0
দূঃখিত আমি তেমন কোন উপায় খুঁজে পাই নাই। আপনি পেলে আমাকেও জানাইয়েন...,0
এমন ফালতু কাহিনী আর লিখবেন না দয়া করে। টাকা সবকিছু।যার টাকা আছে তার সবকিছু আছে।যার টাকা নেই মা বাবা থেকে বউ ছেলে মেয়ে আত্মীয় স্বজন প্রতিবেশীদের শুরু করে দাম নেই। বেশি বললাম না বুঝে নিবেন।,0
কবে হবে আন্দোলন... হায়রে হায়...,1
রাজিব ভাইয়ের বিকল্প রাজিব ভাই,0
"কেউ একজন কর্মসুচির ডাক দেন যে পদ্মা সেতু, যমুনা সেতু, মেট্রোরেল, কর্নফুলি টার্নেল, বিমানবন্দর কখন ভাঙা হবে ভাই জানায়েন, যেতে হবে তো ভাঙতে",1
মনে হয় পুরান নোকিয়া মোবাইল দিয়ে ছবি উঠাইছে ! কিরে মানিক কি মোবাইল দিয়ে ছবি উঠাইছো সবকিছু ঝাপসা কিছুই দেখা যায় না,0
এটা দেখার বাকি ছিলো? এত কষ্ট করে মোবাইল কিনছিলাম এগুলা দেখার জন্য,1
"আমার চেয়ে বেশি কষ্ট কারো হবে না, ১৩ তারিখ আমার সখের নারীর বিয়া",1
এই ভয়ে কাউকে প্রোপোজই করলাম না কোনোদিন।,0
বুঝলাম না আপনরা পোশাক দিয়ে আইন বিবেচনা করছেন কেন...?আইন যদি সুন্দর সিস্টেমে এএ চলে তাহলে আমারা পোশাক দিয়ে আইন বিবেচনা করবো কেন যদিও পোশাক টা বেমানান তবে আমাদের এইভাবে তাদের নিয়ে ট্রল করা উচিত নয়,0
no Comments,0
নাম ঐ জানেন না মিয়া,1
এই পেইজ থেকে বই নিতে পারেন তাদের ডেলিভারি আচরণ অনেক সুন্দর বইয়ে কোনো সমস্যা হলে সেটা রিটার্ন নেওয়া হয়,0
গুলিস্থান এর আতিফ আসলাম,1
আজব এক দেশ ভারত যেখানে সবকিছুই সম্ভব,1
"দেশে গুপ্ত হত্যা বেড়ে গেছে, উপদেষ্টাদের উচিত তড়িৎ কোন ব্যবস্থা নেওয়া",0
ভবিষ্যৎ শঙ্কা। মোটেও হাসির বিষয় না,0
নিজের আবেগগত চাহিদাগুলো চিহ্নিত করে সেগুলো সম্পর্কে সঙ্গীর সাথে যোগাযোগ করা প্রয়োজন।,0
সারে গা মা পাদা নি ছা এই পাগলে থামা,1
দোকান দাররে ধইরা ইচ্ছা মত বানানো উচিত,1
ইসলাম একমাত্র শান্তির ধর্ম,0
কর আইন বাস্তব সম্মত করুন,0
"তাহলে কার ফোন দিয়ে পিক তুললেন,,,,",1
"স্যালাইন পানিতে লবনের পরিমান ঠিক আছে কিনা, সেটা চেক করে দেখছে।",1
স্বাস্থ্যমন্ত্রী যখন শিক্ষা প্রতিষ্ঠান বন্ধ করে দেয় তখন অস্বাস্থ্যকর পোলা মাইয়ারা এগুলো করাটাই স্বাভাবিক,1
"ফলে আমরা চাই বা না চাই অদূর ভবিষ্যতে এই ভাষাভঙ্গি নতুন বাংলা ভাষা তৈরিতে যে ভূমিকা রাখবে, তা আর বলার অপেক্ষা রাখে না।",0
যেনো সারাবছর এইডা বেইচ্চা খাইতে পারেজানে এটাই ফার্স্ট এটাই লাস্ট এই সিজনে।,0
"পিনাকীর মাথায় যদি একব্র টুপি উঠে তাহলে,, তার মুরিদয়ানা বেড়ে যাবে,,, খাটি পীর হবে হযরত পিনাকী",1
কোথাকার ছবি কারা বইলা চালায়া দিলি। মহান মুক্তিযুদ্ধটারে তোরা হাসির পাত্র বানায়া ছাড়লি,0
অভিনন্দন বাংলা টাইগার পোলারা পারে না মাইয়ারা পারে,0
"যে দেশের পোলাপান ৯ টার কথা বলে ৮ টায় শুরু করিয়া দেয়, সে দেশ নিয়া আপার স্বপ্ন দেখা বিলাসিতা",1
"কিন্তু ইসকনের ভারতীয় সংস্কৃতি ও ঐতিহ্যের পুনর্জাগরণ, হিন্দুত্ববাদী রাজনৈতিক দলের সাথে মিল ও সমর্থন, সামাজিক ও সাংস্কৃতিক আগ্রাসন ওদের হিন্দুত্ববাদী বানায়।",0
নীলগাই কে ধরে দ্রুত আইনের আওতায় এনে উপযুক্ত শাস্তি প্রদান করার জোর দাবি জানাচ্ছি। অভিযান সারা দেশে বিস্তৃত করা হোক,1
"কারো সাথে কথা হলে, দেখা হলে এইটা মাথায় রেখে কথা বলুন যেন এইটাই শেষ কথা, এইটাই শেষ দেখা তার সাথে",1
"ছবি সেয়ার করি, আফসোস করি,আগের ভুল মনে করে কষ্ট পাই,অনুশোচনায় ভুগি,",1
"তোমার টাইম ম্যানেজমেন্ট স্কিল এতটাই উন্নত যে, একটা কাজ শেষ করতে তুমি সময়ের চাকা উল্টো ঘুরিয়ে দাও এবং পরবর্তী প্রজন্মকেও কাজটা অসমাপ্ত রেখে যাও!",1
বাইক নিয়ে মনে হয় উড়ে বেড়ায় একেক জন!,0
